path,y,src,sha1,dhash,cluster,norm_path
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00655.avi,0,REAL,3e510e411c6072ec7b266fd5bac2da8eaa81aa46,1.6954691333270272e+16,2467,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00010.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00312.avi,0,REAL,e428cb68454ab67d4dc17c6a70a5338c1a3dff52,3.573197359478395e+17,1537,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00011.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00632.avi,0,REAL,e7d4a6db873b80f3e016795512705bbaab30026e,1.4042956043992187e+19,2166,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00012.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00150.avi,0,REAL,7d7c3d5c288131eb0902b6e8fea3fd40bb8a2e61,1.052157643682459e+19,1851,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00013.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00424.avi,0,REAL,093b747db48cef4cf511ca0517c301a2e2eada45,8759945233140736.0,539,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00014.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320c15c48191a9e2f803ebc9118d_1.mp4,1,AI,eb829026b99b56aa8098940d197e679685048677,1.390700485028783e+19,244,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00015.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0485.mp4,1,AI,0433cd90e7225aa9dd6d21b51908a0f55ef20c21,1.247149178432849e+19,1778,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00016.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31fe998c8191bd355bf066baf604_1.mp4,1,AI,483fbc837f1f9e196486147394652f15ad297a58,1.199971651225171e+19,1417,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00017.mp4
/content/drive/MyDrive/AudioModel/AI/ai_1024.mp4,1,AI,25a7653ff3528b599b0d7d5cdefa1ae786a96cbf,1.3324969109932773e+19,1053,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00018.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d875b4819186c69715e3071be6_1.mp4,1,AI,816940752eddf86cfb2db0563aef696957e21d27,1.8320289443773139e+19,2336,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00019.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c13dfe5348191b682dac9fd6dc3f1_1.mp4,1,AI,301fbf5166ec2ac413af5dd9045372145125da9a,1.8604779068171717e+18,1313,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00020.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00657.avi,0,REAL,d99a21d60a034d7bb466c25685a7c00d1cab56c7,1.8202657667055151e+19,910,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00021.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31deb214819193dc0ef323a53311_1.mp4,1,AI,2590c5c37ff1188daf50e000410f3b2826c3e82a,9.851686688944617e+18,561,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00022.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00533.avi,0,REAL,48c77436eece5f65a9eb132f9a3072bd00f3b08a,1.7433963751879064e+19,959,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00023.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00260.avi,0,REAL,2a74a01230c798e4d0d42148ebb20c5c9d19ecdf,1.1687513676785382e+18,2380,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00024.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00449.avi,0,REAL,4424d60ee1c6577aecf9dfc2f02e2123392d81e6,1.6349020351083299e+19,323,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00025.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c12f688548191baa785ee86e703dd_1.mp4,1,AI,63d50b79356f357012d196c213df5d66816dd90b,1.2219120745298272e+19,1645,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00026.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00926.avi,0,REAL,07f322c359000b86e36a1a42e99caee9c94db021,5.40727028364457e+16,892,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00027.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00561.avi,0,REAL,e2ccb8d86942aae90a638fca3dc360196b557bc7,2.68803200828164e+18,1648,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00028.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d3206b7c88191b39b13b11b97e3ea_1.mp4,1,AI,0371a33635286a261880f7c4c9bdfc38fb27175d,1.6357234043402715e+19,540,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00029.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e22cb08191afe9b27325f283dc_1.mp4,1,AI,bd85d5e118921eec1f926900f38998fb13e1b244,1.1746394376741618e+19,2167,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00030.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0819.mp4,1,AI,6abc413c03d7b3bebb5a0d7866375aaed2cf5513,2.1704879017498757e+18,1705,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00031.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0047.mp4,1,AI,83c6d22da1dc5fc72acfb3dfb5c0e096d7847997,1.769621352038742e+19,1708,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00032.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00399.avi,0,REAL,4fe141cb6a096623a07e8a6bcb8bc9f2c2025fde,1.0417841869457678e+19,2431,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00033.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cf4a6efec8191bceaf65c08d0ef7d_1.mp4,1,AI,507c9b2d8a16aaca5a21dc417834d1c39c102c2f,1.6157494826659631e+19,2203,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00034.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c324ae9bc8191b4445d36d4a53957_1.mp4,1,AI,8aa38ba050f40b6ea6b7128487f712f8ac10be35,5.514323043997391e+18,1728,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00035.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c03d354f48191980e8035d2e5852b_1.mp4,1,AI,2aea9d9d4483ed1498f28b80ce7f61fe085bfca1,1.7938097525239845e+19,908,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00036.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0984.mp4,1,AI,56a79909cde32782272fa33b3b62b0fd4345992e,7.657794856566769e+17,25,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00037.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00801.avi,0,REAL,ce063ffd3cc524fdf1bcc84ac8eea741b85dfec3,1.0417214913732719e+19,2383,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00038.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00922.avi,0,REAL,fec86251d1565dbb012197334671acccc097774e,1.2870316436897933e+19,154,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00039.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0332.mp4,1,AI,f290ca6b9f09a1489d506f3276d8cd830afa4e3b,1.0168315552771543e+19,1297,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00040.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c099774288191aec69ea63da88379_1.mp4,1,AI,4b87a653c6b38a325a9ea45c1d1d41ddeb415591,7.544903459494858e+18,1669,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00041.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01063.avi,0,REAL,e45db9096b7268f471fb13f817fe41320002d4fd,1.2026571395236227e+19,2240,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00042.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00588.avi,0,REAL,25676030689a7200dbe789c49f2d246bec9339e1,1.634985975652752e+19,1764,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00043.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00104.avi,0,REAL,1642ac514f5c331e6fced9d45fc33c3c170df3ea,1.0054183615071322e+19,2208,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00044.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01156.avi,0,REAL,2a6e6736a6b86556dbac4d9431761cdea51fd9e7,7.604195857194923e+18,2362,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00045.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00824.avi,0,REAL,c01d3089652e2b273e29fc32c846e6fbf4c08743,1.4043317518039835e+19,795,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00046.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31fae5708191a83b300931a55d49_1.mp4,1,AI,c0e076f3a6af163ccddb10a695a0d7769c8fb7e0,4.0854989086921713e+18,1269,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00047.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00195.avi,0,REAL,64f4d6a8371bc3b992bad1ac485871d3226e02ef,1.2150751603530428e+19,2311,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00048.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01005.avi,0,REAL,fbdfb47e217523c3abbe9fcf8450351c56165c1b,1.6678877000494668e+19,2039,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00049.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e9213c819192df1abc4a003a86_1.mp4,1,AI,2b0e5dc5d330dae712e069146e54880b0abdce15,1.6256228510846743e+19,1108,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00050.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cb4cb85a88191ad04225d4a3d1073_1.mp4,1,AI,94b39a69d3f1fe3f08a8caf727daa152419e3381,6.655287490717774e+18,2518,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00051.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00187.avi,0,REAL,78b1da19adb3433a3610c388069c17a51cdb0c17,845545997755392.0,917,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00052.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00982.avi,0,REAL,badedfca94a15cc3f209093a1b5aabd124aaa5eb,1.7135526134412745e+19,167,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00053.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0381.mp4,1,AI,c230e9519df44a6ee46a7f4f23b4651ea958bbf1,3.786500945543631e+16,1569,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00054.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01157.avi,0,REAL,ba01a311444efaa72d716f85093951dc2e3e3050,9.908774731368042e+18,628,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00055.mp4
/content/drive/MyDrive/AudioModel/AI/ai_1146.mp4,1,AI,b87aef98fdb1d4e91215c6ece4c61799f82a5d3c,1.757527108852848e+19,1982,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00056.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31df3b448191a73386ba59271dfa_1.mp4,1,AI,37d77d2399ce7238a50600897015dfc424df0b26,4.141192541489019e+18,346,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00057.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00645.avi,0,REAL,35784c0e6dd39662fe0f1ad28ba061be95f0385f,4.50736545829225e+16,2038,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00058.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00833.avi,0,REAL,7536db418bf6c94feb71da10f235ebf1bbb683e6,2.06847608974377e+18,2215,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00059.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d3212738c8191bcf01a9668a2740a_1.mp4,1,AI,4f2609e0171a24a347cc9f311b96ff0492deb00b,6.148080584441935e+18,2287,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00060.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0405.mp4,1,AI,d25338f1edea3db9ed15f10517a696c4848cc43f,1.0918862496766286e+19,1924,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00061.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00036.avi,0,REAL,37d0aadd82351c4a1e73de8f638c71e4fd6cafaa,1.1391770149868624e+19,1587,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00062.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00503.avi,0,REAL,aa702d4aa7763b2ac12c2885653aa221a2c8764c,2198594272377856.0,2252,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00063.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c2ae584bc8191a0f15e8608e7ac64_1.mp4,1,AI,5566465cb56f4cbabeb2dab0395e97f09f0bb18b,5.514321944485765e+18,2416,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00064.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320320548191b1cce940aeb762c1_1.mp4,1,AI,ddf7b640de64b06650d4eeb5ab131c1fd3e1aed8,1.140226596808408e+19,1016,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00065.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c4cdd12288191be44f24844895a5a_1.mp4,1,AI,232305c76d42876fd7ebf0188b0f9bb46449074f,1.500158776564425e+19,655,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00066.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c0550f8188191a23378e6b7130905_1.mp4,1,AI,11d661ecff89e83ad225b42dfb2063e9963f97b8,1.830178111460214e+19,929,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00067.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0700.mp4,1,AI,875a9ecf783577c49313c64d28a901903e3d30e2,1.3873091707162157e+19,865,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00068.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00357.avi,0,REAL,b28237acbe29e4336b5f46a5401c6f4d974f209a,1.822829854952148e+19,212,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00069.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00964.avi,0,REAL,49ddf0f17b863358aba07835d0b28212ee2c0b57,3.403310175725056e+16,1162,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00070.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00352.avi,0,REAL,399dc60b0842ddf1f3c182e45871ec49cd688992,3.957934482026931e+16,2185,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00071.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f5a004819190508c24505397ab_1.mp4,1,AI,f15a30c924cf5e1b1903d3a62167ec8d7b0ba87f,1.7361641305910202e+19,359,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00072.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00554.avi,0,REAL,b1f9e20bafa76cee5ba73cb7350b48094734ecc0,1.6747593041047943e+19,222,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00073.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cc2a713048191a1e858952b451943_1.mp4,1,AI,962ae78b601332f331fbac791f2cc0f7ab22e9fc,1.1565388310331757e+19,1727,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00074.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01105.avi,0,REAL,bf3027f692703dc620475305c2c0e0dedf38d511,9.85844511999019e+18,174,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00075.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d3210f50c8191ab69b415f40ffa0b_1.mp4,1,AI,7ba7bfc23fb384ab596d129061e1545c264969ae,8.722450267612401e+18,769,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00076.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0199.mp4,1,AI,e77a0762a4161388f14c8e6696668884f0fcce9a,1.2855562735845612e+19,192,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00077.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0978.mp4,1,AI,d577e577e96e5249e6c4fc531f6418aac6e3350d,5.505054669797219e+18,2282,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00078.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0801.mp4,1,AI,4cda620f13a013c984bc1117fcbf798726d7d4bd,1.2878172154806616e+19,1392,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00079.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01104.avi,0,REAL,2314b7f2402dd609082950e84a7a9dc83b7f1a85,4.742972059738778e+16,934,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00080.mp4
/content/drive/MyDrive/AudioModel/AI/ai_0103.mp4,1,AI,68b3d6b8d3ec0180225ed41d4e7e5c7fedaf96d7,3.8541288732756004e+18,205,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00081.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690ccafd5e08819190adfb7752670359_1.mp4,1,AI,fa4fe6db5225d89e207c9e5eb981e45cea651d83,1.615193819478485e+19,736,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00082.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00161.avi,0,REAL,0f00ed01712df49768f154338c6fbcfd1bdddcd8,5.6518654598827e+18,70,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00083.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00650.avi,0,REAL,ec2086c75dc96a0424a4ff7fbf373670782ee57c,6.370452055828896e+18,1646,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00084.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00741.avi,0,REAL,6429e2e028b7d1031800b8036ec4760b05ac2afc,1.4481308697008128e+16,1385,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00085.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00299.avi,0,REAL,f1f8d47d078169bb077c4857db0e0db202dc1b15,1.6424000898428072e+19,1825,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00086.mp4
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c06a5c20081918d733755d633e61c_1.mp4,1,AI,b36bbff20a4d7c5a92c8ff83ac1c1e5c7940fcbf,6.445017536100187e+18,308,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00087.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00061.avi,0,REAL,5006e8b6274401a91f038fe9df6173882176e771,1.7932480421527802e+19,1992,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00088.mp4
/content/drive/MyDrive/AudioModel/AI/ai_1196.mp4,1,AI,1643a122eba5259aa0fa1a5263a2eb67d76c9817,3.201070309267275e+18,2421,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00089.mp4
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01034.avi,0,REAL,9f14096d8d82fb85f1990f5bc5b2a916a471b556,6.859585821251661e+16,1765,/content/drive/MyDrive/ai_detection_eval/PAPER_FINAL_R2RES_MID_ONLY_FULLDATA/normalized/v_00090.mp4
