path,y,src
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00708.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1132.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00959.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cea7c0c38819181aa8d11934c2e4f_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00595.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00969.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f0b6908191a22db2824980f599_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d024848191ae2d9f5244d5b39c_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00161.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0548.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690bf712690c81919e89d0de254f5c44_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00971.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cddc53d5c81919a39f66b5ef4e4db_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00855.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00999.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cefc1d85481918c53d091fd993b7b_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0477.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01193.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00840.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00679.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00280.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31fcb7748191aa5848512f2950f8_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0435.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0454.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00957.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01098.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00712.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0806.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00407.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0985.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0941.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_1189.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00328.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0141.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00074.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01140.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0276.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00428.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00560.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0312.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0786.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00065.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00864.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00400.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00285.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00225.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c3b2b0b24819184ebccc090c78790_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00867.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00585.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00952.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c32c527dc8191ad411c7ccfe6959b_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690ce9da1a1881919af0474b2a82b771_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00577.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00402.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d1725081919f11f48976aafffc_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0604.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01188.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00040.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00062.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00642.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d32053bfc819186e42ebaa6d91133_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0506.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00087.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0540.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0617.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320562b08191915f061aabbd3d39_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f9d19481919bc02db647b17202_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00022.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d3206a1c88191b36ca0f4482df9e9_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01198.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00308.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00111.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00789.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00249.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1199.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00765.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00594.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00398.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00871.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01084.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00189.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0743.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0261.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0422.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e81f308191a528e6dcee22b108_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00606.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01072.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00976.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00599.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01038.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1121.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01000.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00922.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00991.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31eab5ec8191aacfaf14385b4aa3_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c700ba9bc8191803de1552c9601b9_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c5c234f448191ad6b438db9d25841_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00604.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00049.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e640f48191a6d48151f2ad8705_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0856.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00832.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00005.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0470.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00417.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00982.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00256.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00427.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1162.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31dbd2e08191b9c053193a91da62_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_69081478dbec8191b7d58c630ca599b5_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0643.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01105.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00354.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0041.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00690.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00009.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0607.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690caa289c8c8191ba6fef17064d9578_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_1050.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0549.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00980.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690bf441b590819181210414c543a630_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00266.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01134.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00887.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f507008191b7f9654e379a175b_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d444b8819180df5967c9bd6f29_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c1bfa1be48191a55ece75704f4212_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00031.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0199.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0109.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d09288819199aaf491944fb160_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00058.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00276.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0593.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00764.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01101.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0417.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00069.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00562.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00763.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00900.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0103.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00800.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0559.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_1192.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00438.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00994.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0011.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00357.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00477.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00661.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320518b08191a4a8caf2309524c4_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01169.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01147.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0354.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00122.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00975.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0512.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00554.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0374.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320747388191aa76971a33f32195_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d32113a1c81918e6f377d0a2514b0_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00006.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690beb3f898c8191a9cec6d17ad37475_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690cb8fd67c481919d01c65911532eaa_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0065.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0328.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0344.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320edac8819182e49fa3083676ec_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c8bb9f8148191950a150b4fec87bc_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_1166.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0539.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690ca2a6af9c8191aff3c475c3908150_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00406.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f33adc8191946e1c0dbfede89d_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_1135.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00403.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0961.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d3202decc819192139149a2f74365_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01144.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d320c15c48191a9e2f803ebc9118d_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00075.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31ddc7f08191a48c4febfef8605e_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0513.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0758.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01065.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00484.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0128.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00693.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00787.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f2166081919863a7aff996707d_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00788.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00151.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01001.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0894.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00076.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01102.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00115.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1019.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00768.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c70954ec881918ce171ead4fd1341_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31d7e1ec8191a7efe2fc513c8caa_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0650.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00658.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00032.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0835.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31ee05f8819187ab9a1c80b25f6c_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01085.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00182.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690caf9f14f48191aa8af41ad2e8d261_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00050.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00880.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01129.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690bfe29c76481918f5fc99f35ef71be_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00366.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f2d7208191be311c1f57b80289_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00461.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00869.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0015.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31dcf85c8191a425dd7e5cff2330_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690bef6f1d1c8191be63afbde4af7415_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00306.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_1191.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_69095413ead88191a5e021bb369b6bfe_1.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d0fbb97c88191a8820f4255badd96_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0391.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00947.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00863.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e138c081918151f5ab4be5aa18_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0448.mp4,1,AI
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31f7c32c8191ad82ddbe5d5f827a_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01125.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690c746cf30c819193b4d343df34c8cf_1.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_01003.avi,0,REAL
/content/drive/MyDrive/AudioModel/AI/ai_0463.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00858.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690d31e94a2481919935996ac47b733a_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0436.mp4,1,AI
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00106.avi,0,REAL
/content/drive/MyDrive/genvid_ucf_1200/real_1200/ucf_00539.avi,0,REAL
/content/drive/MyDrive/soravideo/sora2aivideos/s_690a4cc3a99c8191921f3abd4eb14115_1.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0239.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0862.mp4,1,AI
/content/drive/MyDrive/AudioModel/AI/ai_0955.mp4,1,AI
